Dav st;Rac dat;Rac cas;Racst pp;Racst en;Racst zap;Dav st zav;Post id;Post opis;Post kol;Post em;Post em cena;Post vrednost;Post 9,5 % DDV;Post 22 % DDV;Post 8% pav;Post davki ostalo;Post oprosc;Post dob76a;Post neobd;Post poseb;Sprem nep st;Post opombe;
31900232;20190510;09:20:54;MB2;B1;1287;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190510;12:19:16;MB2;B1;1288;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190513;09:54:14;MB2;B1;1289;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190514;14:43:39;MB2;B1;1290;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190514;18:16:00;MB2;B1;1291;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190515;10:39:04;MB2;B1;1292;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190515;10:39:04;MB2;B1;1292;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190515;11:03:39;MB2;B1;1293;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190516;09:31:03;MB2;B1;1294;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190517;13:23:53;MB2;B1;1295;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190520;15:59:09;MB2;B1;1296;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190521;10:41:50;MB2;B1;1297;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190521;17:30:02;MB2;B1;1298;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190522;09:06:22;MB2;B1;1299;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190524;12:30:34;MB2;B1;1300;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190524;14:38:06;MB2;B1;1301;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190524;14:38:06;MB2;B1;1301;;;Dodatna tuba barve;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190524;18:16:52;MB2;B1;1302;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190524;18:16:52;MB2;B1;1302;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190525;11:49:49;MB2;B1;1303;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190527;09:32:04;MB2;B1;1304;;;Fen frizura;2,00;;12,50;25,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;;;
31900232;20190527;12:31:32;MB2;B1;1305;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190529;09:37:22;MB2;B1;1306;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190529;10:15:11;MB2;B1;1307;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190529;14:18:03;MB2;B1;1308;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190529;20:16:11;MB2;B1;1309;;;Moško striženje;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190529;20:16:11;MB2;B1;1309;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190531;11:09:49;MB2;B1;1310;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190531;11:09:49;MB2;B1;1310;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190531;18:20:19;MB2;B1;1311;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190531;20:19:15;MB2;B1;1312;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190531;20:19:15;MB2;B1;1312;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190601;11:42:22;MB2;B1;1313;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190601;11:42:22;MB2;B1;1313;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190603;19:33:04;MB2;B1;1314;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190604;18:20:50;MB2;B1;1315;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190608;08:49:20;MB2;B1;1316;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190608;09:11:51;MB2;B1;1317;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190610;08:42:49;MB2;B1;1318;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190611;14:38:31;MB2;B1;1319;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190611;16:11:59;MB2;B1;1320;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190612;16:44:57;MB2;B1;1321;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190613;10:40:58;MB2;B1;1322;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190613;11:24:54;MB2;B1;1323;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190613;15:30:42;MB2;B1;1324;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190613;18:12:57;MB2;B1;1325;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190613;18:12:57;MB2;B1;1325;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190613;18:12:57;MB2;B1;1325;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190614;10:40:00;MB2;B1;1326;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190614;16:49:47;MB2;B1;1327;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190614;16:49:47;MB2;B1;1327;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190618;11:30:15;MB2;B1;1328;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190618;11:30:15;MB2;B1;1328;;;Trajna ondulacija;1,00;;15,40;15,40;0,00;0,00;0,00;0,00;0,00;0,00;15,40;0,00;;;
31900232;20190619;10:24:18;MB2;B1;1329;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190619;16:16:19;MB2;B1;1330;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190619;16:16:19;MB2;B1;1330;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190619;16:31:10;MB2;B1;1331;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190620;11:15:16;MB2;B1;1332;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190620;11:15:16;MB2;B1;1332;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190620;11:15:16;MB2;B1;1332;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190621;10:32:53;MB2;B1;1333;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190621;11:49:28;MB2;B1;1334;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190621;11:49:28;MB2;B1;1334;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190622;08:55:00;MB2;B1;1335;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190624;12:09:38;MB2;B1;1336;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190624;12:09:38;MB2;B1;1336;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190624;20:39:14;MB2;B1;1337;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190624;20:39:14;MB2;B1;1337;;;Fen - akcija;1,00;;4,50;4,50;0,00;0,00;0,00;0,00;0,00;0,00;4,50;0,00;;;
31900232;20190624;20:39:44;MB2;B1;1338;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190624;20:39:44;MB2;B1;1338;;;Fen - akcija;1,00;;4,50;4,50;0,00;0,00;0,00;0,00;0,00;0,00;4,50;0,00;;;
31900232;20190626;11:41:25;MB2;B1;1339;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190628;10:48:16;MB2;B1;1340;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190628;10:48:16;MB2;B1;1340;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190628;12:30:32;MB2;B1;1341;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190628;12:30:32;MB2;B1;1341;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190702;16:59:43;MB2;B1;1342;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190703;16:59:52;MB2;B1;1343;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190703;16:59:52;MB2;B1;1343;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190704;18:23:59;MB2;B1;1344;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190704;18:23:59;MB2;B1;1344;;;Striženje – "fru-fru";1,00;;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;;;
31900232;20190705;09:34:38;MB2;B1;1345;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190705;09:34:38;MB2;B1;1345;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190709;09:57:08;MB2;B1;1346;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190711;09:14:07;MB2;B1;1347;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190712;08:15:34;MB2;B1;1348;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190712;10:48:58;MB2;B1;1349;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190712;10:48:58;MB2;B1;1349;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190713;08:19:49;MB2;B1;1350;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190713;08:19:49;MB2;B1;1350;;;Moško striženje;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190715;11:16:38;MB2;B1;1351;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190715;12:51:20;MB2;B1;1352;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190715;18:43:50;MB2;B1;1353;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190716;14:09:36;MB2;B1;1354;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190716;14:09:36;MB2;B1;1354;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190716;16:42:25;MB2;B1;1355;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190717;08:45:41;MB2;B1;1356;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190717;10:41:16;MB2;B1;1357;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190718;17:25:04;MB2;B1;1358;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190718;18:23:09;MB2;B1;1359;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190719;14:44:22;MB2;B1;1360;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190719;14:44:22;MB2;B1;1360;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190719;19:03:52;MB2;B1;1361;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190719;19:03:52;MB2;B1;1361;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190720;09:11:32;MB2;B1;1362;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190801;09:59:18;MB2;B1;1363;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190801;09:59:18;MB2;B1;1363;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190801;16:15:53;MB2;B1;1364;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190801;18:22:24;MB2;B1;1365;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190801;18:22:24;MB2;B1;1365;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190802;08:48:40;MB2;B1;1366;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190803;09:59:22;MB2;B1;1367;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190807;11:41:46;MB2;B1;1368;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190807;11:41:46;MB2;B1;1368;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190808;10:38:39;MB2;B1;1369;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190808;10:50:14;MB2;B1;1370;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190808;18:02:33;MB2;B1;1371;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190808;18:02:33;MB2;B1;1371;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190809;12:01:18;MB2;B1;1372;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190809;12:01:18;MB2;B1;1372;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190812;09:01:06;MB2;B1;1373;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190814;11:01:25;MB2;B1;1374;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190814;13:24:51;MB2;B1;1375;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190814;13:24:51;MB2;B1;1375;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190814;13:24:51;MB2;B1;1375;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190814;14:14:32;MB2;B1;1376;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190816;09:39:35;MB2;B1;1377;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190816;18:09:23;MB2;B1;1378;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190819;16:33:15;MB2;B1;1379;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190819;16:33:15;MB2;B1;1379;;;Najstniško striženje;2,00;;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;;;
31900232;20190819;17:08:36;MB2;B1;1380;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190819;18:58:12;MB2;B1;1381;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190819;18:58:12;MB2;B1;1381;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190819;19:21:43;MB2;B1;1382;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190819;19:21:43;MB2;B1;1382;;;Moško striženje;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190820;12:15:15;MB2;B1;1383;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190820;12:15:15;MB2;B1;1383;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190822;11:43:01;MB2;B1;1384;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190822;11:43:01;MB2;B1;1384;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190824;09:26:04;MB2;B1;1385;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190824;09:58:53;MB2;B1;1386;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190824;09:58:53;MB2;B1;1386;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190824;11:17:35;MB2;B1;1387;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190826;12:15:10;MB2;B1;1388;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190826;12:15:10;MB2;B1;1388;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190826;12:38:37;MB2;B1;1389;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190826;14:40:56;MB2;B1;1390;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190826;18:03:57;MB2;B1;1391;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190826;18:03:57;MB2;B1;1391;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190827;11:02:16;MB2;B1;1392;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190827;11:02:16;MB2;B1;1392;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190827;11:02:16;MB2;B1;1392;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190827;17:39:36;MB2;B1;1393;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190827;17:39:36;MB2;B1;1393;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190828;12:23:49;MB2;B1;1394;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190828;12:23:49;MB2;B1;1394;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190828;12:23:49;MB2;B1;1394;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190829;11:29:12;MB2;B1;1395;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190829;11:29:12;MB2;B1;1395;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190830;10:38:42;MB2;B1;1396;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190830;13:04:27;MB2;B1;1397;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190830;13:04:27;MB2;B1;1397;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190830;16:07:30;MB2;B1;1398;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
